datem,mkt_rf,SMB,HML,RF
1969-12-01,-2.63,-3.67,-3.08,0.64
1970-01-01,-8.09,2.92,3.07,0.6
1970-02-01,5.13,-2.39,4.01,0.62
1970-03-01,-1.06,-2.33,4.24,0.57
1970-04-01,-10.99,-6.09,6.4,0.5
1970-05-01,-6.92,-4.5,3.64,0.53
1970-06-01,-5.79,-2.12,0.78,0.58
1970-07-01,6.93,-0.56,1.05,0.52
1970-08-01,4.49,1.52,1.08,0.53
1970-09-01,4.18,8.62,-5.5,0.54
1970-10-01,-2.28,-4.22,0.21,0.46
1970-11-01,4.59,-4.07,1.69,0.46
1970-12-01,5.73,2.93,0.98,0.42
1971-01-01,4.84,7.43,1.35,0.38
1971-02-01,1.41,1.89,-1.34,0.33
1971-03-01,4.12,2.58,-3.99,0.3
1971-04-01,3.15,-0.49,0.74,0.28
1971-05-01,-3.98,-1.11,-1.37,0.29
1971-06-01,-0.1,-1.43,-2,0.37
1971-07-01,-4.5,-1.5,0.16,0.4
1971-08-01,3.78,-0.21,2.7,0.47
1971-09-01,-0.86,0.42,-2.94,0.37
1971-10-01,-4.42,-1.79,-0.49,0.37
1971-11-01,-0.46,-2.83,-1.74,0.37
1971-12-01,8.71,3.3,-0.3,0.37
1972-01-01,2.48,6.1,2.05,0.29
1972-02-01,2.87,1.38,-2.77,0.25
1972-03-01,0.63,-0.26,-1.67,0.27
1972-04-01,0.29,0.01,0.24,0.29
1972-05-01,1.25,-2.77,-2.69,0.3
1972-06-01,-2.43,0.32,-2.49,0.29
1972-07-01,-0.8,-2.87,0.77,0.31
1972-08-01,3.26,-4.07,4.68,0.29
1972-09-01,-1.14,-2.68,0.49,0.34
1972-10-01,0.52,-2.7,1.32,0.4
1972-11-01,4.6,-1.12,4.78,0.37
1972-12-01,0.62,-1.85,-2.29,0.37
1973-01-01,-3.29,-3.5,2.68,0.44
1973-02-01,-4.84,-3.98,1.68,0.41
1973-03-01,-1.3,-2.87,2.84,0.46
1973-04-01,-5.68,-3.98,5.66,0.52
1973-05-01,-2.94,-6.1,0.19,0.51
1973-06-01,-1.56,-2.94,1.43,0.51
1973-07-01,5.04,7.86,-5.18,0.64
1973-08-01,-3.84,-2.05,1.19,0.7
1973-09-01,4.75,2.92,2.12,0.68
1973-10-01,-0.86,-0.16,1.73,0.65
1973-11-01,-12.75,-7.7,4.01,0.56
1973-12-01,0.58,-5.33,4.25,0.64
1974-01-01,-0.17,9.87,5.85,0.63
1974-02-01,-0.47,0,2.55,0.58
1974-03-01,-2.81,2.48,-0.09,0.56
1974-04-01,-5.29,-0.72,1.01,0.75
1974-05-01,-4.67,-3.05,-2.09,0.75
1974-06-01,-2.83,-0.17,0.8,0.6
1974-07-01,-8.05,0.88,5.21,0.7
1974-08-01,-9.35,-0.7,2.56,0.6
1974-09-01,-11.78,0.27,5.51,0.81
1974-10-01,16.1,-3.52,-9.76,0.51
1974-11-01,-4.51,-1.2,-0.08,0.54
1974-12-01,-3.45,-4.83,0.05,0.7
1975-01-01,13.67,11.01,8.25,0.58
1975-02-01,5.56,0.17,-4.54,0.43
1975-03-01,2.66,3.79,2.44,0.41
1975-04-01,4.23,-0.52,-1.21,0.44
1975-05-01,5.18,3.85,-4.05,0.44
1975-06-01,4.82,0.75,1.27,0.41
1975-07-01,-6.58,2.68,1.65,0.48
1975-08-01,-2.85,-3.19,-0.89,0.48
1975-09-01,-4.26,-0.1,0.33,0.53
1975-10-01,5.31,-4,0.29,0.56
1975-11-01,2.65,-1.21,2,0.41
1975-12-01,-1.6,-0.77,1.78,0.48
1976-01-01,12.16,4.81,8.6,0.47
1976-02-01,0.32,7.01,5.84,0.34
1976-03-01,2.33,-1.14,-0.03,0.4
1976-04-01,-1.49,-0.07,-0.02,0.42
1976-05-01,-1.35,-1.26,-1.31,0.37
1976-06-01,4.05,-1.38,0.72,0.43
1976-07-01,-1.07,0.3,1.74,0.47
1976-08-01,-0.56,-1.99,0.77,0.42
1976-09-01,2.06,0.02,-0.32,0.44
1976-10-01,-2.43,0.26,-0.14,0.41
1976-11-01,0.35,2.36,1.51,0.4
1976-12-01,5.65,2.99,2.25,0.4
1977-01-01,-4.05,4.79,4.25,0.36
1977-02-01,-1.94,1.1,0.48,0.35
1977-03-01,-1.37,1.01,1.04,0.38
1977-04-01,0.14,-0.1,3.44,0.38
1977-05-01,-1.45,1.21,0.83,0.37
1977-06-01,4.71,2.13,-0.65,0.4
1977-07-01,-1.69,2.14,-0.61,0.42
1977-08-01,-1.75,1.51,-2.8,0.44
1977-09-01,-0.27,1.44,-0.51,0.43
1977-10-01,-4.38,1.26,1.71,0.49
1977-11-01,4,3.69,0.35,0.5
1977-12-01,0.26,1.34,-0.34,0.49
1978-01-01,-6.01,2.23,3.29,0.49
1978-02-01,-1.38,3.57,0.79,0.46
1978-03-01,2.85,3.45,1.25,0.53
1978-04-01,7.87,0.39,-3.46,0.54
1978-05-01,1.76,4.59,-0.6,0.51
1978-06-01,-1.69,1.69,0.58,0.54
1978-07-01,5.11,0.29,-1.1,0.56
1978-08-01,3.75,5.09,-0.47,0.55
1978-09-01,-1.43,-0.42,1.88,0.62
1978-10-01,-11.91,-9.9,1.37,0.68
1978-11-01,2.71,3.03,-2.21,0.7
1978-12-01,0.88,1.24,-2.19,0.78
1979-01-01,4.23,3.69,2.24,0.77
1979-02-01,-3.56,0.46,1.18,0.73
1979-03-01,5.68,3.19,-0.66,0.81
1979-04-01,-0.07,2.16,1.07,0.8
1979-05-01,-2.21,0.48,1.82,0.82
1979-06-01,3.85,1.15,1.43,0.81
1979-07-01,0.82,1.27,1.74,0.77
1979-08-01,5.52,2.07,-1.53,0.77
1979-09-01,-0.82,-0.27,-0.9,0.83
1979-10-01,-8.1,-3.33,-1.86,0.87
1979-11-01,5.21,2.73,-3.28,0.99
1979-12-01,1.79,4.17,-2,0.95
1980-01-01,5.51,1.64,1.81,0.8
1980-02-01,-1.22,-1.81,0.61,0.89
1980-03-01,-12.9,-6.64,-1.05,1.21
1980-04-01,3.96,0.97,1.06,1.26
1980-05-01,5.26,2.15,0.37,0.81
1980-06-01,3.06,1.67,-0.9,0.61
1980-07-01,6.49,4.25,-6.3,0.53
1980-08-01,1.8,3.89,-2.66,0.64
1980-09-01,2.2,0.86,-4.72,0.75
1980-10-01,1.06,2.49,-2.8,0.95
1980-11-01,9.59,-3.47,-8.44,0.96
1980-12-01,-4.53,-0.26,2.72,1.31
1981-01-01,-5.04,3.01,6.83,1.04
1981-02-01,0.56,-0.3,1.07,1.07
1981-03-01,3.55,3.56,0.73,1.21
1981-04-01,-2.11,4.43,2.32,1.08
1981-05-01,0.11,2.04,-0.44,1.15
1981-06-01,-2.36,-0.85,5.11,1.35
1981-07-01,-1.54,-2.18,-0.57,1.24
1981-08-01,-7.03,-1.95,4.83,1.28
1981-09-01,-7.17,-2.67,5.17,1.24
1981-10-01,4.92,2.17,-4.22,1.21
1981-11-01,3.35,-0.94,1.86,1.07
1981-12-01,-3.65,1.2,0.73,0.87
1982-01-01,-3.24,-1.25,3.07,0.8
1982-02-01,-5.85,0.44,6.04,0.92
1982-03-01,-1.87,-0.16,3.79,0.98
1982-04-01,3.27,1.51,-2.81,1.13
1982-05-01,-3.99,0.46,1.83,1.06
1982-06-01,-3.09,-0.38,1.53,0.96
1982-07-01,-3.19,0.88,0.2,1.05
1982-08-01,11.14,-4.12,1.18,0.76
1982-09-01,1.29,2.89,0.32,0.51
1982-10-01,11.3,2.37,-3.7,0.59
1982-11-01,4.68,4.8,-1.94,0.63
1982-12-01,0.55,-0.19,0.02,0.67
1983-01-01,3.59,2.7,-0.87,0.69
1983-02-01,2.59,3.24,0.68,0.62
1983-03-01,2.82,1.78,2.07,0.63
1983-04-01,6.67,0.52,0.58,0.71
1983-05-01,0.52,6.15,-1.4,0.69
1983-06-01,3.07,0.9,-3.87,0.67
1983-07-01,-4.07,1.48,5.57,0.74
1983-08-01,-0.5,-4.28,5.55,0.76
1983-09-01,0.92,0.59,1.09,0.76
1983-10-01,-3.44,-3.6,4.99,0.76
1983-11-01,2.16,2.06,-0.65,0.7
1983-12-01,-1.78,-0.28,1.69,0.73
1984-01-01,-1.93,-0.41,7.61,0.76
1984-02-01,-4.82,-1.69,3.31,0.71
1984-03-01,0.63,0.07,0.5,0.73
1984-04-01,-0.51,-1.18,1.24,0.81
1984-05-01,-5.97,0.05,0.23,0.78
1984-06-01,1.82,-0.25,-2.63,0.75
1984-07-01,-2.74,-2.22,0.41,0.82
1984-08-01,10.28,-0.25,-1.88,0.83
1984-09-01,-0.8,0.22,5.32,0.86
1984-10-01,-0.85,-1.14,0.58,1
1984-11-01,-1.76,-0.63,4.03,0.73
1984-12-01,1.84,-0.57,-0.11,0.64
1985-01-01,7.98,3.26,-5.39,0.65
1985-02-01,1.22,0.79,-0.17,0.58
1985-03-01,-0.84,-1.11,4.05,0.62
1985-04-01,-0.96,0.19,3.74,0.72
1985-05-01,5.09,-2.27,-0.86,0.66
1985-06-01,1.28,0.52,0.49,0.55
1985-07-01,-0.74,2.85,-1.66,0.62
1985-08-01,-1.02,-0.35,2.24,0.55
1985-09-01,-4.54,-1.6,1.25,0.6
1985-10-01,4.02,-1.58,0.73,0.65
1985-11-01,6.48,0.22,-2.92,0.61
1985-12-01,3.88,-0.46,-1.53,0.65
1986-01-01,0.65,1.19,0.52,0.56
1986-02-01,7.13,-0.58,-0.76,0.53
1986-03-01,4.88,-0.5,-0.5,0.6
1986-04-01,-1.31,2.83,-2.91,0.52
1986-05-01,4.62,-1.3,-0.11,0.49
1986-06-01,1.04,-0.92,1.4,0.52
1986-07-01,-6.45,-3.4,4.73,0.52
1986-08-01,6.07,-4.19,3.48,0.46
1986-09-01,-8.6,2.28,3.18,0.45
1986-10-01,4.66,-2.57,-1.44,0.46
1986-11-01,1.17,-1.97,-0.08,0.39
1986-12-01,-3.27,0.08,0.3,0.49
1987-01-01,12.46,-1.78,-3.22,0.42
1987-02-01,4.39,3.48,-5.91,0.43
1987-03-01,1.64,0.36,1.55,0.47
1987-04-01,-2.1,-1.67,-0.26,0.44
1987-05-01,0.1,-0.56,0.12,0.38
1987-06-01,3.94,-2.18,1.04,0.48
1987-07-01,3.85,-0.64,0.71,0.46
1987-08-01,3.52,-0.75,-0.92,0.47
1987-09-01,-2.59,0.66,0.29,0.45
1987-10-01,-23.24,-8.37,4.22,0.6
1987-11-01,-7.77,2.61,3.23,0.35
1987-12-01,6.82,0.17,-4.43,0.39
1988-01-01,4.22,-0.65,5.16,0.29
1988-02-01,4.75,3.34,-1.65,0.46
1988-03-01,-2.27,6.14,0.76,0.44
1988-04-01,0.56,0.96,1.69,0.46
1988-05-01,-0.29,-2.65,2.28,0.51
1988-06-01,4.79,2.11,-1.11,0.49
1988-07-01,-1.25,-0.19,2.27,0.51
1988-08-01,-3.31,0.07,2.07,0.59
1988-09-01,3.3,-1.26,-0.7,0.62
1988-10-01,1.15,-2.9,1.68,0.61
1988-11-01,-2.29,-1.73,1.28,0.57
1988-12-01,1.49,1.93,-1.54,0.63
1989-01-01,6.1,-2.13,0.53,0.55
1989-02-01,-2.25,2.74,0.88,0.61
1989-03-01,1.57,0.72,0.47,0.67
1989-04-01,4.33,-0.57,-1.47,0.67
1989-05-01,3.35,-0.04,-0.87,0.79
1989-06-01,-1.35,-1.02,2.16,0.71
1989-07-01,7.2,-4.01,-2.86,0.7
1989-08-01,1.44,0.53,0.7,0.74
1989-09-01,-0.76,0.33,-1.37,0.65
1989-10-01,-3.68,-3.24,-1.09,0.68
1989-11-01,1.02,-1.23,-1.14,0.69
1989-12-01,1.16,-2.37,0.21,0.61
1990-01-01,-7.85,-1.26,0.85,0.57
1990-02-01,1.11,1.04,0.63,0.57
1990-03-01,1.83,1.46,-2.86,0.64
1990-04-01,-3.36,-0.49,-2.55,0.69
1990-05-01,8.42,-2.58,-3.76,0.68
1990-06-01,-1.1,1.44,-2,0.63
1990-07-01,-1.9,-3.18,-0.02,0.68
1990-08-01,-10.15,-3.59,1.6,0.66
1990-09-01,-6.12,-3.65,0.73,0.6
1990-10-01,-1.92,-5.54,0.23,0.68
1990-11-01,6.34,0.33,-3.06,0.57
1990-12-01,2.46,0.81,-1.57,0.6
1991-01-01,4.69,3.81,-1.81,0.52
1991-02-01,7.18,3.91,-0.58,0.48
1991-03-01,2.65,3.91,-1.23,0.44
1991-04-01,-0.27,0.52,1.45,0.53
1991-05-01,3.65,-0.35,-0.55,0.47
1991-06-01,-4.95,0.08,1.18,0.42
1991-07-01,4.24,-0.97,-1.28,0.49
1991-08-01,2.32,1.61,-0.8,0.46
1991-09-01,-1.59,1.64,-1,0.46
1991-10-01,1.29,0.9,-0.47,0.42
1991-11-01,-4.18,-0.49,-1.93,0.39
1991-12-01,10.83,-2.24,-4.05,0.38
1992-01-01,-0.59,8.47,4.53,0.34
1992-02-01,1.09,0.88,6.38,0.28
1992-03-01,-2.66,-1.04,3.68,0.34
1992-04-01,1.08,-6.1,4.33,0.32
1992-05-01,0.3,0.39,1.25,0.28
1992-06-01,-2.34,-3.12,3.39,0.32
1992-07-01,3.77,-0.44,-0.54,0.31
1992-08-01,-2.38,-0.12,-1.05,0.26
1992-09-01,1.19,0.53,-0.24,0.26
1992-10-01,1.01,2.07,-2.08,0.23
1992-11-01,4.13,3.69,-1.47,0.23
1992-12-01,1.53,1.64,2.52,0.28
1993-01-01,0.94,2.06,5.88,0.23
1993-02-01,0.13,-3.42,6.45,0.22
1993-03-01,2.31,0.23,1.25,0.25
1993-04-01,-3.05,-0.68,2.64,0.24
1993-05-01,2.88,1.97,-3.42,0.22
1993-06-01,0.31,-0.29,2.62,0.25
1993-07-01,-0.34,0.94,3.26,0.24
1993-08-01,3.72,0.3,-0.47,0.25
1993-09-01,-0.12,3.12,-0.48,0.26
1993-10-01,1.41,1.44,-1.57,0.22
1993-11-01,-1.89,-1.41,-0.25,0.25
1993-12-01,1.64,1.23,0.58,0.23
1994-01-01,2.87,0.13,2.11,0.25
1994-02-01,-2.55,2.72,-1.41,0.21
1994-03-01,-4.78,-0.96,1.34,0.27
1994-04-01,0.68,-0.9,1.69,0.27
1994-05-01,0.57,-2.01,0.18,0.32
1994-06-01,-3.03,-0.49,1.66,0.31
1994-07-01,2.81,-1.77,0.98,0.28
1994-08-01,4.01,1.44,-3.47,0.37
1994-09-01,-2.31,2.68,-1.8,0.37
1994-10-01,1.34,-2.21,-2.36,0.38
1994-11-01,-4.04,-0.16,-0.05,0.37
1994-12-01,0.87,0.04,0.28,0.44
1995-01-01,1.79,-2.95,1.66,0.42
1995-02-01,3.62,-0.33,0.38,0.4
1995-03-01,2.19,-0.37,-2.07,0.46
1995-04-01,2.12,-0.41,1.71,0.44
1995-05-01,2.9,-2.21,1.87,0.54
1995-06-01,2.72,3.08,-2.98,0.47
1995-07-01,3.72,2.22,-2.22,0.45
1995-08-01,0.55,1.84,1.93,0.47
1995-09-01,3.35,-2.07,-0.93,0.43
1995-10-01,-1.52,-3.94,-0.1,0.47
1995-11-01,3.95,-0.81,0.33,0.42
1995-12-01,1.03,0.38,1.39,0.49
1996-01-01,2.26,-2.49,0.41,0.43
1996-02-01,1.33,2.04,-2.32,0.39
1996-03-01,0.73,1.3,1.28,0.39
1996-04-01,2.06,4.89,-4.05,0.46
1996-05-01,2.37,3.17,-1.4,0.42
1996-06-01,-1.14,-3.67,1.96,0.4
1996-07-01,-5.97,-3.57,4.38,0.45
1996-08-01,2.77,2.3,-0.57,0.41
1996-09-01,5.01,-0.81,-3.78,0.44
1996-10-01,0.87,-4.11,4.82,0.42
1996-11-01,6.25,-3.59,0.18,0.41
1996-12-01,-1.7,3.07,0.98,0.46
1997-01-01,4.99,-1.53,-2.34,0.45
1997-02-01,-0.49,-2.58,4.73,0.39
1997-03-01,-5.03,-0.32,3.87,0.43
1997-04-01,4.04,-5.17,-0.99,0.43
1997-05-01,6.74,4.81,-4.4,0.49
1997-06-01,4.1,1.47,0.69,0.37
1997-07-01,7.33,-2.44,-0.34,0.43
1997-08-01,-4.15,7.47,1.07,0.41
1997-09-01,5.35,2.65,-0.18,0.44
1997-10-01,-3.79,-0.8,2.2,0.42
1997-11-01,2.99,-5.07,1.02,0.39
1997-12-01,1.32,-2.35,3.77,0.48
1998-01-01,0.14,-1.06,-1.78,0.43
1998-02-01,7.03,0.26,-0.72,0.39
1998-03-01,4.77,-1.17,1.69,0.39
1998-04-01,0.73,0.44,0.34,0.43
1998-05-01,-3.06,-3.55,4.2,0.4
1998-06-01,3.18,-3.29,-1.86,0.41
1998-07-01,-2.46,-4.92,-1.16,0.4
1998-08-01,-16.08,-5.72,5.29,0.43
1998-09-01,6.15,-0.13,-3.85,0.46
1998-10-01,7.13,-3.18,-2.73,0.32
1998-11-01,6.09,1.17,-3.36,0.31
1998-12-01,6.15,-0.31,-4.72,0.38
1999-01-01,3.5,0.88,-5.54,0.35
1999-02-01,-4.08,-5.52,1.61,0.35
1999-03-01,3.45,-3.83,-2.93,0.43
1999-04-01,4.34,3.16,2.44,0.37
1999-05-01,-2.46,3.66,2.71,0.34
1999-06-01,4.77,3.45,-4.19,0.4
1999-07-01,-3.47,2.25,0.5,0.38
1999-08-01,-1.38,-1.32,-0.92,0.39
1999-09-01,-2.81,3.17,-2.99,0.39
1999-10-01,6.13,-6.75,-3.2,0.39
1999-11-01,3.37,7.73,-7.95,0.36
1999-12-01,7.72,7,-9.17,0.44
2000-01-01,-4.73,4.36,0.22,0.41
2000-02-01,2.45,22,-12.6,0.43
2000-03-01,5.2,-16.39,7.63,0.47
2000-04-01,-6.4,-7.69,9.12,0.46
2000-05-01,-4.43,-4.83,3.7,0.5
2000-06-01,4.64,13.7,-10.04,0.4
2000-07-01,-2.45,-2.79,8.5,0.48
2000-08-01,7.14,-0.87,-1.24,0.5
2000-09-01,-5.44,-1.82,6.87,0.51
2000-10-01,-2.77,-3.65,4.77,0.56
2000-11-01,-10.73,-3.09,12.39,0.51
2000-12-01,1.19,1.6,6.15,0.5
2001-01-01,3.12,7.01,-5.71,0.54
2001-02-01,-10.08,-1.14,13.84,0.39
2001-03-01,-7.27,0.55,6.36,0.44
2001-04-01,7.95,0.25,-4.32,0.39
2001-05-01,0.73,2.99,2.76,0.32
2001-06-01,-1.93,6.38,-2.2,0.28
2001-07-01,-2.13,-4.23,5.63,0.3
2001-08-01,-6.46,2.14,3.39,0.31
2001-09-01,-9.26,-6.61,1.8,0.28
2001-10-01,2.47,6.87,-7.06,0.22
2001-11-01,7.54,0.38,0.69,0.17
2001-12-01,1.6,5.1,0.44,0.15
2002-01-01,-1.44,1.08,3.44,0.14
2002-02-01,-2.29,-1.62,3.92,0.13
2002-03-01,4.24,4.32,1.15,0.13
2002-04-01,-5.2,5.84,4.2,0.15
2002-05-01,-1.38,-3.73,2.55,0.14
2002-06-01,-7.21,3.48,1.55,0.13
2002-07-01,-8.18,-5.15,-3.65,0.15
2002-08-01,0.5,-2.25,2.21,0.14
2002-09-01,-10.35,2.7,1.23,0.14
2002-10-01,7.83,-3.06,-6.45,0.14
2002-11-01,5.96,3.19,-1.62,0.12
2002-12-01,-5.76,-0.47,3.9,0.11
2003-01-01,-2.57,1.39,-0.86,0.1
2003-02-01,-1.89,-0.26,-1.43,0.09
2003-03-01,1.09,0.79,-1.68,0.1
2003-04-01,8.22,1.14,-0.04,0.1
2003-05-01,6.05,4.7,0.18,0.09
2003-06-01,1.42,1.53,0.68,0.1
2003-07-01,2.34,5.55,-2.11,0.07
2003-08-01,2.34,2.66,1.71,0.07
2003-09-01,-1.23,0.57,1.01,0.08
2003-10-01,6.08,2.9,1.8,0.07
2003-11-01,1.35,2.2,1.46,0.07
2003-12-01,4.3,-2.79,2.68,0.08
2004-01-01,2.15,2.62,1.64,0.07
2004-02-01,1.4,-1.16,0.41,0.06
2004-03-01,-1.33,1.84,0.05,0.09
2004-04-01,-1.83,-2.55,-1.68,0.08
2004-05-01,1.18,-0.15,-0.3,0.06
2004-06-01,1.86,2.28,1.67,0.08
2004-07-01,-4.07,-3.82,4.44,0.1
2004-08-01,0.08,-1.57,1.18,0.11
2004-09-01,1.61,2.87,0.33,0.11
2004-10-01,1.43,0.43,-0.82,0.11
2004-11-01,4.54,4.14,1.89,0.15
2004-12-01,3.43,0.19,-0.35,0.16
2005-01-01,-2.75,-1.68,2.6,0.16
2005-02-01,1.89,-0.73,2.81,0.16
2005-03-01,-1.96,-1.36,1.76,0.21
2005-04-01,-2.61,-4,-0.44,0.21
2005-05-01,3.65,3,-1.23,0.24
2005-06-01,0.56,2.56,2.78,0.23
2005-07-01,3.92,2.79,-0.43,0.24
2005-08-01,-1.22,-0.9,1.43,0.3
2005-09-01,0.48,-0.68,1.14,0.29
2005-10-01,-2,-1.02,-0.71,0.27
2005-11-01,3.62,1.05,-1.87,0.31
2005-12-01,-0.25,-0.51,0.48,0.32
2006-01-01,3.04,5.32,1.14,0.35
2006-02-01,-0.3,-0.33,-0.88,0.34
2006-03-01,1.46,3.56,-0.11,0.37
2006-04-01,0.72,-1.23,3.06,0.36
2006-05-01,-3.57,-3.03,2.82,0.43
2006-06-01,-0.35,-0.5,1.49,0.4
2006-07-01,-0.78,-3.96,3.29,0.4
2006-08-01,2.03,0.78,-1.76,0.42
2006-09-01,1.84,-1.23,-0.4,0.41
2006-10-01,3.23,1.64,0.47,0.41
2006-11-01,1.71,0.73,0.44,0.42
2006-12-01,0.87,-0.92,2.5,0.4
2007-01-01,1.41,0.07,-0.06,0.44
2007-02-01,-1.95,1.39,0.22,0.38
2007-03-01,0.68,-0.29,0.4,0.43
2007-04-01,3.49,-2.13,-0.98,0.44
2007-05-01,3.24,-0.03,-0.08,0.41
2007-06-01,-1.96,0.71,-1.05,0.4
2007-07-01,-3.74,-2.74,-3.01,0.4
2007-08-01,0.92,-0.16,-2.38,0.42
2007-09-01,3.23,-2.48,-2.14,0.32
2007-10-01,1.8,0.18,-2.02,0.32
2007-11-01,-4.82,-2.78,-1.07,0.34
2007-12-01,-0.86,0.05,-0.03,0.27
2008-01-01,-6.35,-0.8,3.06,0.21
2008-02-01,-3.09,-0.56,-0.03,0.13
2008-03-01,-0.94,0.86,0.22,0.17
2008-04-01,4.6,-1.51,-0.01,0.18
2008-05-01,1.86,2.99,-0.3,0.18
2008-06-01,-8.44,1.1,-1.03,0.17
2008-07-01,-0.77,3.58,3.66,0.15
2008-08-01,1.53,3.7,1.44,0.13
2008-09-01,-9.24,-0.3,4.41,0.15
2008-10-01,-17.23,-2.25,-2.94,0.08
2008-11-01,-7.86,-3.61,-4.92,0.03
2008-12-01,1.66,3.96,-1.23,0.09
2009-01-01,-8.12,-0.98,-9.78,0
2009-02-01,-10.09,-0.33,-6.85,0.01
2009-03-01,8.95,0.71,2.53,0.02
2009-04-01,10.19,5.37,5.39,0.01
2009-05-01,5.21,-2.63,0.54,0
2009-06-01,0.43,2.65,-2.46,0.01
2009-07-01,7.72,2.48,4.74,0.01
2009-08-01,3.32,-0.52,7.59,0.01
2009-09-01,4.08,2.47,1.41,0.01
2009-10-01,-2.59,-4.2,-4.39,0
2009-11-01,5.56,-2.65,0.17,0
2009-12-01,2.75,5.77,0.76,0.01
2010-01-01,-3.36,0.2,0.61,0
2010-02-01,3.4,1.43,2.73,0
2010-03-01,6.32,1.57,2.06,0.01
2010-04-01,2,4.93,3.14,0
2010-05-01,-7.89,-0.09,-2.34,0.01
2010-06-01,-5.56,-2.12,-4.27,0.01
2010-07-01,6.92,0.13,0.2,0.01
2010-08-01,-4.77,-2.89,-1.7,0.01
2010-09-01,9.54,3.83,-3.05,0.01
2010-10-01,3.88,1.03,-2.28,0.01
2010-11-01,0.6,3.66,-0.51,0.01
2010-12-01,6.82,0.75,3.6,0.01
2011-01-01,2.01,-2.46,0.84,0.01
2011-02-01,3.49,1.65,1.67,0.01
2011-03-01,0.48,2.59,-1.19,0.01
2011-04-01,2.9,-0.3,-2.27,0
2011-05-01,-1.27,-0.66,-2.14,0
2011-06-01,-1.75,-0.08,-0.45,0
2011-07-01,-2.34,-1.44,-1.12,0
2011-08-01,-6,-3.29,-1.46,0.01
2011-09-01,-7.6,-3.71,-0.91,0
2011-10-01,11.34,3.57,-1.02,0
2011-11-01,-0.26,-0.25,-0.1,0
2011-12-01,0.74,-0.55,1.54,0
2012-01-01,5.06,2.53,-2.21,0
2012-02-01,4.43,-1.61,-0.03,0
2012-03-01,3.11,-0.22,-0.03,0
2012-04-01,-0.84,-0.61,-0.19,0
2012-05-01,-6.2,-0.09,0.17,0.01
2012-06-01,3.88,0.83,0.39,0
2012-07-01,0.79,-2.57,-0.03,0
2012-08-01,2.56,0.73,0.56,0.01
2012-09-01,2.74,0.45,1.59,0.01
2012-10-01,-1.75,-1.04,4.08,0.01
2012-11-01,0.77,0.69,-1.12,0.01
2012-12-01,1.18,1.63,3.26,0.01
2013-01-01,5.58,0.52,1.32,0
2013-02-01,1.28,-0.42,0.4,0
2013-03-01,4.03,0.88,-0.04,0
2013-04-01,1.56,-2.4,0.39,0
2013-05-01,2.81,1.9,1.26,0
2013-06-01,-1.21,1.21,-0.44,0
